id,menu-order,name,touchimage,bioimage,content
11,21,Fania Marinoff,11marinoff.jpg,b11marinoff.jpg,"<i>Photographed by Van Vechten April 18, 1932</i><br><br> Fania Marinoff spent much of her life in the shadow of her husband, Carl Van Vechten. Though she had an extraordinary sense of drama and a great deal of flair, she was sometimes eclipsed by Van Vechten’s larger-than-life personality. Yet Marinoff was a woman of achievement in her own right. <br><br> Marinoff was born in Odessa to Russian Jews, the thirteenth child in her family. After her mother’s death, the family moved to Boston. At the age of 12, Marinoff joined a small traveling theatrical company. When the company folded, leaving her stranded in Nebraska, Marinoff had the good fortune to meet a well-known actress named Blanche Walsh. Walsh brought Marinoff to New York, where she earned increasingly important roles with notable theater companies. When Marinoff met a theater critic named Carl Van Vechten, their attraction was mutual and immediate. After a passionate courtship, they married in 1914. Marinoff continued to perform on stage and screen, including an appearance as Ariel in a very successful 1916 production of <i>The Tempest</i>.<br><br> Though Van Vechten had a number of male lovers throughout his life, husband and wife remained emotionally committed for over 40 years. Each drew considerable strength from the love and devotion of the other, but they were prone to public scenes and volatile discussions – though often these dissolved into affectionate exchanges of pet names. Because they were apart periodically while Marinoff toured, they exchanged a great many letters. In 1921, Van Vechten wrote, “Dearest Baby Marinoff, I was so blue yesterday that I nearly died; it seems so silly to be here and you there; I missed you so much and everything went wrong.” Many of Van Vechten’s letters to his wife read like those of a newlywed who can’t bear to be separated from his bride, even those written after decades of marriage."
12,15,Georgette Harvey,12harvey.jpg,b12harvey.jpg,"<i>Photographed by Van Vechten May 23, 1932</i><br><br> Actress and singer Georgette Harvey once claimed to have written a memoir titled <i>Soap Suds to Champagne</i>. Unfortunately, the text has never been located – but it is safe to say that its contents would be fascinating. Harvey was a larger-than-life figure, a talented performer made famous by escapades and accomplishments alike. <br.<br> Born in St. Louis in 1882, Harvey left home at age 20 to sing with Ernest Hogan’s musical comedy show <i>Rufus Rastus</i>. She launched a vaudeville troupe, the Creole Bells, two years later. Under Harvey’s management, the group toured Europe, performing in bars and nightclubs across England, France, Germany, and Russia. Around 1911, most of the troupe headed home, while Harvey stayed on in St. Petersburg. She lived there until the Russian Revolution forced her east to Siberia, Shanghai, and Tokyo. <br><br> Upon returning to the United States in 1920, Harvey established a successful career. She recorded for Black Swan Records and performed in Sissle and Blake’s <i>Runnin’ Wild</i> (1923). She starred in the acclaimed leftist Theater Union production of <i>Stevedore</i> in 1934; in 1939, she performed alongside Ethel Waters and Fredi Washington in <i>Mamba’s Daughters</i>, and in 1949 she joined the original Broadway cast of Kurt Weill’s <i>Lost in the Stars</i>. <br><br> Harvey’s most iconic role was that of Maria in <i>Porgy and Bess</i>. She originated the part in Dubose and Dorothy Heyward’s 1927 play <i>Porgy</i>, and took it on again in the Gershwins’ opera (in both the 1935 premiere and the 1942 revival). By 1943, she was known as the “Grand Old Lady” of the show, lauded for her showmanship and dedication: one critic admiringly noted that for Harvey, “every rehearsal is a performance.” Harvey herself attributed her accomplishments to lifelong hard work. “There’s only one way to a successful theatrical career,” she told a reporter, “and that’s the hard way, if [you] want to stay on top.”"
13,14,W. C. Handy,13handy.jpg,b13handy.jpg,"<i>Photographed by Van Vechten May 24, 1932</i><br><br> William Christopher Handy, the musician and composer known as the “Father of the Blues,” was born in Florence, Alabama in 1873. His parents were both freed slaves. After working briefly as a schoolteacher and in an iron mill, Handy joined a minstrel troupe, Mahara’s Minstrels, with whom he toured Chicago, the American South, and Cuba. It was while on tour with Mahara’s Minstrels in rural Clarksdale, Mississippi that Handy first heard the Mississippi Delta blues. His first impression was that it was “the weirdest music I had ever heard.” His second thought was that “there was money to be made, and who were we to turn up our noses?” <br><br> Around 1906, Handy moved to Memphis, where he wrote his first two hits: “The Memphis Blues” (originally a campaign song for a mayoral candidate) and the wildly popular “St. Louis Blues.” While in Memphis, Handy also partnered with the African American banker Harry H. Pace to form a publishing company. Their burgeoning venture moved to New York City in 1917. Handy recalled in his autobiography that in New York he encountered “the beast of racial prejudice” in an industry dominated by white publishers. Nonetheless, his prime New York location enabled him to popularize the blues on a national scale. <br><br> Like many of his Harlem Renaissance contemporaries, Handy was a dedicated anthologist. His <i>Blues: An Anthology</i> (1926), a landmark text, detailed the influence of the blues on jazz, popular song, and classical music. He also published a <i>Collection of Negro Spirituals</i> in 1929. Lauded for his substantial contributions during his lifetime, Handy has continued to generate widespread admiration and acclaim, and a blues museum now graces his Alabama hometown. "
14,16,Roland Hayes,14hayes.jpg,b14hayes.jpg,"<i>Photographed by Van Vechten January 29, 1954</i><br><br> Roland Hayes rose to international prominence as a concert singer of extraordinary talent. The son of freed slaves from Georgia, Hayes fell in love with opera after hearing a recording of Enrico Caruso. Following a stint with the Fisk Jubilee Singers, he moved to Boston, where, in 1917, he paid $400 out of pocket to rent Symphony Hall for a solo vocal recital. Despite the racist protestations of many white Bostonians, Hayes’s debut was a resounding success: not only was the hall sold out, but hundreds of would-be concertgoers were turned away at the door. In 1923, he performed at Symphony Hall again as the first African American to sing with the Boston Symphony Orchestra. Hayes’s voice would eventually take him across the Atlantic, and he became a sought-after performer across Europe. He also toured extensively in the United States (although Southern venues initially refused to book him) with pianist Lawrence Brown. By 1924, Hayes’s annual income approached $100,000, making him one of the most highly paid musicians on the international stage. <br><br> Like many African American concert singers of the era, Hayes often sang spirituals as well as art songs, particularly when performing for white audiences. According to James Weldon Johnson, he sang them exquisitely: <br><blockquote> Through the genius and supreme artistry of Roland Hayes these songs undergo, we may say, a transfiguration. He takes them high above the earth and sheds over them shimmering sliver of moonlight and flashes of the sun's gold; and we are transported as he sings. </blockquote>Whether singing Schubert or the sorrow songs, Hayes’s voice exuded warmth, subtlety and polish. Never one to revel in his own celebrity, he became a mentor to the next generation of concert singers, including Marian Anderson, with whom he enjoyed a lasting friendship. "
15,13,Taylor Gordon,15gordon.jpg,b15gordon.jpg,"<i>Photographed by Van Vechten March 18, 1933</i><br><br> Taylor Gordon grew up far from Harlem in White Sulphur Springs, Montana. When circus impresario John Ringling visited the town, Gordon became a porter on Ringling’s private railroad car. Eventually, he made his way to Harlem. <br><br> Gordon was an outstanding singer, and in 1925, he and J. Rosamond Johnson embarked on an international recital tour to promote <i>The Book of American Negro Spirituals</i>. Renowned for his talent, Gordon was also a legendary host. Gerri Major wrote of a party he gave: <br><blockquote> What a crowd! All classes and colors met face to face, ultra aristocrats, Bourgeois, Communists, Park Avenuers galore, bookers, publishers, Broadway celebs, and Harlemites giving each other the once over… Gus Simons, the Harlem crooner, made the River Stay Away From His Door and Taylor himself brought out everything from “Hot Dog” to “Bravo” when he made high C. </blockquote> Gordon’s autobiography <i>Born to Be</i> (1929) secured his star in the Harlem Renaissance firmament. Featuring a foreword by Carl Van Vechten and illustrations by Miguel Covarrubias, the book recounts Gordon’s Montana childhood and musical career. Most critics admired Gordon’s colloquial style and distinctive portrait of black life in the American West, but a review in <i>The Crisis</i> derided the book as “another product of the Van Vechten school of Negro literature.” “I get the impression,” the anonymous critic wrote, “that Taylor is ‘cutting up’ for the white folk…here there is scarce a serious word.” <br><br> Toward the end of <i>Born to Be</i>, Gordon reminisces that while life in Harlem is “one thrill after another,” he longs “to go back to the mountains, surround myself with wine, women and song, and spend the rest of my days.” This is more or less what he did. After a few other artistic ventures – he appeared in the film <i>The Emperor Jones</i> and wrote a novel – Gordon returned to Montana in 1959."
16,8,Cab Calloway,16calloway.jpg,b16calloway.jpg,"<i>Photographed by Van Vechten January 12, 1933</i><br><br> Nicknamed “The Hi De Ho Man” after his signature song, Cab Calloway was one of the most famous African American musicians of the 1930s and 1940s. His parents, middle-class professionals in Baltimore, hoped that he would become a lawyer like his father. But Calloway’s early talent for music blossomed into a professional ambition, and he dropped out of law school to sing with a band called the Alabamians. <br><br> By 1931, Calloway had moved on to a rival group called the Missourians, which soon became the house band at the Cotton Club in Harlem. At first, the group (now known as the Calloway Orchestra) alternated nights with Duke Ellington’s band. When they became the club’s preferred entertainers, they were catapulted to fame. The Calloway Orchestra reached a national audience via regular radio broadcasts, toured the United States and Europe, and even appeared in movies. Their success had a ripple effect, bolstering the reputation of black and white swing bands across the country. <br><br> A consummate performer, Calloway delighted audiences with his stylish outfits, unabashed bravado, and high-spirited stage presence. In his best-known song, the 1931 tune “Minnie the Moocher,” Calloway would call out a phrase – sometimes the “hi-de-hi-de-hi-de-hi” that gave him his nickname, sometimes a variant like “skip-de-diddly-diddly-oh” – and his band and audience would respond in kind. The song’s popularity inspired George Gershwin to model the character of Sportin’ Life in <i>Porgy and Bess</i> after Calloway. <br><br> Mainstream musical tastes eventually shifted away from the big-band style that Calloway popularized, and his band broke up in 1948. But Calloway continued to perform, in various contexts, for years to come. He could never stay away from the stage: as he put it, “My audience was my life. What I did and how I did it, was all for my audience.”"
17,25,Bessie Smith,17smith.jpg,b17smith.jpg,"<i>Photographed by Van Vechten February 3, 1936</i><br><br> Orphaned as a little girl, Bessie Smith joined a vaudeville company when still a child. During a performance, legendary blues singer “Ma” Rainey discovered her. Intriguing rumors surround their meeting—“legend has it that Ma Rainey literally kidnapped Bessie, that she and her husband forced the girl to tour with their show,” and some accounts suggest that the two women became lovers. There is little evidence to support the kidnapping or love affair, but Rainey did invite Smith to join her show; she taught Smith the music business and helped develop her voice and performance style. In this way the “Mother of the Blues” launched the career of the “Empress of the Blues.” They remained lifelong friends. <br><br> For the next decade, Smith performed in tent shows all over the United States. Her relentless touring helped her develop a wide following. Her first record, made in 1923, sold almost 800,000 copies, and she made nearly 80 more records before 1930. Throughout the 1920s, she earned more money than any other African American entertainer. <br><br> Smith had a large personality and a raunchy sense of humor. Her first marriage, to a Philadelphia police officer named Jack Gee, was volatile and often violent. In response, Smith turned to alcohol, and to various lovers, both men and women. Her career slowed down in the 1930s; she struggled to update her style in light of the new jazz and swing craze. <br><br> Smith died at the age of 50 after a car accident. Her death, like much of her life, remains shrouded in rumor. Some say a doctor at the scene abandoned Smith to treat a white couple. Others suggest that Smith bled to death in the ambulance on the long drive to a hospital that treated African Americans. It has been suggested, too, that Smith was refused treatment at a nearby white hospital."
18,23,Bill Robinson,18robinson.jpg,b18robinson.jpg,"<i>Photographed by Van Vechten January 25, 1933</i><br><br> “No dancer ever developed the art of tap dancing to a more delicate perfection,” Langston Hughes reminisced, “creating little running trills of rippling softness or terrific syncopated rolls of mounting sound, rollicking little nuances of tip-tap-toe, or staccato runs like a series of gunshots.” The subject of his praise was Bill Robinson, the most renowned African American tap dancer of the twentieth century. <br><br> Born Luther Robinson and nicknamed “Bojangles,” Robinson made early appearances in plantation revues. In these shows, which had names like <i>In Old Kentucky</i> and sentimentalized the antebellum South, he danced mostly in the virtuosic buck-and-wing style. He soon moved into vaudeville, where he became one of the first African American performers to refuse to wear blackface makeup. <br><br> In 1918, Robinson introduced his signature feat: the stair dance. Using a portable staircase on which each stair sounded at a different pitch, he tapped a dizzying series of constantly varying rhythms. The result was a visually impressive and gloriously multiphonic performance, which Robinson refined to perfection. <br><br> A star turn in the revue <i>Blackbirds of 1928</i> launched Robinson toward the zenith of his professional life. He performed in <i>Harlem Is Heaven</i>, the first film to feature an all-black cast, and made three films with child star Shirley Temple. In 1933, he was named the unofficial “Mayor of Harlem.” <br><br> Robinson’s fame did not mean that he was universally admired. A penchant for gambling and a quick temper marred his reputation. Even more objectionable, to some, was his willingness to play minstrel-like roles for the entertainment of white audiences; the <i>New York Age</i> went so far as to call him an “Uncle Tom.” But Robinson retained the respect of many due to his participation in civic initiatives and his generous charitable contributions, which totaled more than one million dollars."
19,19,James Weldon Johnson,19jwjohnson.jpg,b19jwjohnson.jpg,"<i>Photographed by Van Vechten July 15, 1936</i><br><br> “It is difficult to imagine the Harlem Renaissance without James Weldon Johnson,” the historian John Hope Franklin wrote. Johnson’s almost unfathomably diverse professional life – he was a diplomat, author, lawyer, writer, musician, political activist, and more – rendered him among the foremost contributors to both the artistic and political sides of the movement. <br><br> A native of Jacksonville, Florida, Johnson became an extremely successful songwriter early in his career. He and his brother, J. Rosamond Johnson, wrote the seminal “Lift Ev’ry Voice And Sing.” His artistic accomplishments spanned various other genres: he published numerous collections of poetry, and his modernist novel, <i>The Autobiography of an Ex-Colored Man</i> (first published anonymously in 1912), is a classic of early-twentieth-century American literature. As an editor and anthologist, Johnson wrote brilliant prefaces to landmark collections of spirituals and African American poetry. Moreover, he mentored younger writers and artists, including Langston Hughes, Zora Neale Hurston, Countée Cullen, and even a young Gwendolyn Brooks.<br><br>Johnson was also a pioneer in the early civil rights movement. At age 24, he founded a short-lived newspaper, the <i>Daily American</i>, which he characterized as “a strong weapon in the Negro’s defense against racial inequalities and injustices.” By far his most influential position was at the NAACP, where he began as a field secretary in 1917. By 1920, he had ascended to the organization’s top post, and he led antilynching campaigns and other fights for racial justice for more than 20 years. <br><br> These represent only a fraction of Johnson’s many achievements. Among the others: he earned a law degree, translated a libretto for the Metropolitan Opera, served as a diplomat in Venezuela and Nicaragua, wrote lyrics to innumerable popular songs, and served as a professor at New York and Fisk Universities. His untimely death in a car accident in 1938 cut short a life that was astonishing for its record of achievement and enduring impact. "
20,1,Marian Anderson,20anderson.jpg,b20anderson.jpg,"<i>Photographed by Van Vechten January 14, 1940</i><br><br> Marian Anderson’s long career both preceded and outlasted the heyday of the Harlem Renaissance. Born in 1897, she grew up in a middle-class family in Philadelphia, where she sang at the Union Baptist Church and began taking formal voice lessons at age 15. Her talent was recognized immediately, but her professional success in the United States was limited at first. Her career blossomed more fully after she studied and performed in Europe in the early 1930s and, upon her return, began working with the concert manager Sol Hurok. <br><br> The high point of Anderson’s career undoubtedly came when she performed in front of tens of thousands of Americans (and countless others listening on their radios) on Easter Sunday, 1939. After Anderson was denied the opportunity to sing at Constitution Hall due to the racist policies of the Daughters of the American Revolution, an incensed Eleanor Roosevelt arranged for Anderson to perform at the Lincoln Memorial instead. The moment catapulted her to celebrity. Anderson would later write of its import, “I could see that my significance as an individual was small in this affair. I had become, whether I liked it or not, a symbol, representing my people.” <br><br> As both singer and symbol, Anderson continued to make history. In 1955, she became the first African American woman to sing at the Metropolitan Opera in New York, and she has since been the subject of numerous tributes and commemorations. Although Anderson never identified explicitly as an activist for racial justice, her artistry made its own statement. It seems worth noting that during her landmark 1939 performance, Anderson made a subtle but telling alteration to the pronouns of the song “America”: “Of thee we sing.” The change exemplified Anderson’s ability to create a sense of community and solidarity through the unmatched power of her outstanding voice.  "
21,12,Max Eastman,21eastman.jpg,b21eastman.jpg,"<i>Photographed by Van Vechten October 31, 1934</i><br><br> Max Eastman, a writer, editor, and radical activist, was part of an accomplished family. His mother, Annis Ford, was one of the first American women to be ordained as a minister; his sister, Crystal Eastman, was a leading feminist thinker; and Samuel Clemens (a.k.a. Mark Twain) was a childhood friend. When Eastman moved to New York in 1907 to study philosophy at Columbia University, he became a member of the progressive intellectual community in Greenwich Village. He was a committed feminist, founding the first Men’s League for Women’s Suffrage in 1910. As editor of the socialist magazine <i>The Masses</i> from 1913 to 1917, Eastman took an unpopular stance by opposing U.S. entry into World War I. He and his collaborators were indicted for conspiracy as a result of their position, but they were never jailed. In 1918, Eastman founded <i>The Liberator</i>, a new and similarly radical magazine that he co-edited with his sister, Crystal. <br><br><i> The Liberator</i> promoted the work of African American writers, and Eastman also supported the Harlem Renaissance financially as an active patron. He was especially close with Claude McKay, and he published McKay’s protest poem, “If We Must Die,” as race riots erupted throughout the country in the summer of 1919. McKay became one of <i>The Liberator</i>’s editors in 1922, in which position he urged the magazine to devote more attention to issues of racial justice. <br><br> An admirer of Lenin and Trotsky, Eastman traveled to the Soviet Union in 1922 and became Trotsky’s translator upon returning to the United States in 1927. He was an outspoken anti-Stalinist, publishing multiple books that exposed and analyzed the dictator’s crimes. In later years, Eastman’s political views veered sharply right, and he went so far as to praise the actions of Senator Joseph McCarthy. Eastman died in Bridgetown, Barbados in 1969. "
22,4,Gladys Bentley,22bentley.jpg,b22bentley.jpg,"<i>Photographed by Van Vechten February 27, 1932</i><br><br> Gladys Bentley was one of the more daring and dazzling figures of the Harlem Renaissance. A large woman who often dressed in a tuxedo or man’s suit and tie, Bentley played piano and sang raucous, energetic, and loud blues songs. <br><br> Growing up in Philadelphia, Bentley knew that her attraction to women made her irreconcilably different from many people around her. She suffered harsh treatment from family, teachers, and even doctors who claimed they could “cure” her. She left home at 16 and moved to Harlem, where she found an underground social culture that included gambling, drug use, and drag shows. In this so-called “sporting life,” Bentley could be an openly lesbian woman without risk of ridicule or abuse. She flaunted her lesbianism by flirting with women in her audiences and talking openly about sexual escapades. Bentley even married a female lover in a very public ceremony. <br><br> Performing at rent parties and in clubs, Bentley became a popular blues singer among Harlem’s fringe community. Langston Hughes described her dynamic style: “Miss Bentley sat, and played a big piano all night long, literally all night, without stopping – singing songs like ‘The St. James Infirmary’ from ten in the evening until dawn, with scarcely a break between the notes, sliding from one song to another, with a powerful continuous underbeat of jungle rhythm.” <br><br> As white patrons started to come uptown to her shows, Bentley began to play the Cotton Club and other mainstream Harlem venues. These less “sporting” audiences didn’t prevent Bentley from singing obscene songs and creating salacious versions of popular tunes. Her style remained vibrant and rowdy. In his novel <i>Parties</i>, Carl Van Vechten modeled a blues performer on Bentley; “when she pounds the piano the dawn comes up like thunder,” he wrote, “say, she rocks the box, and tosses it, you can bet, and jumps it through hoops.”"
23,3,Albert Barnes,23barnes.jpg,b23barnes.jpg,"<i>Photographed by Van Vechten October 20, 1937</i><br><br> When he was eight years old, Albert Barnes attended a black revival meeting in Mechanicsville, New Jersey and was immediately captivated by the glorious music he heard. “So vivid and so deep” was the experience, he later remembered, that it “influenced [his] whole life,” catalyzing an enduring interest in African American culture. <br><br> Barnes grew up in a white, working-class community in Philadelphia, made a fortune as an inventor and chemist, and used his wealth to found the Barnes Foundation in Merion, Pennsylvania in 1922. There, he established one of the world’s most significant collections of modern and African art. Unlike many white art collectors of his time, he regarded African art as aesthetically valuable in its own right, rather than exclusively as an anthropological curiosity. He was especially interested in African sculpture and its influence upon European modernism, once proclaiming that it was “no exaggeration to claim that the best of what has been developed in contemporary art during the past twenty years owes its origin to the inspiration of primitive Negro sculpture.” Barnes was also fascinated by the connections between African and African American artistic practices. Eager to demonstrate such resonances, he hosted performances of the spirituals by local African American musicians amid the Foundation’s African art galleries. <br><br> Barnes established relationships with several key Harlem Renaissance figures, including Alain Locke, Charles S. Johnson, and James Weldon Johnson. His friendship with Locke was especially notable: the two men met in Paris in 1923, and Locke later invited Barnes to contribute articles on African and African American culture to <i>Opportunity</i>, <i>Survey Graphic</i>, and the landmark anthology <i>The New Negro</i>. Although his relationship with Locke would eventually become antagonistic, Barnes maintained his lifelong interest in black cultural expression, which he regarded as “the greatest art America has produced.”"
24,10,Aaron Douglas,24douglas.jpg,b24douglas.jpg,"<i>Photographed by Van Vechten April 10, 1933</i><br><br> Aaron Douglas considered the Harlem Renaissance a “magic moment in history,” an unprecedented opportunity for the flourishing of African American culture. As the movement’s leading visual artist, he helped realize this goal. Douglas grew up in Topeka, Kansas and moved to Detroit after high school in search of a stable job. While working at a Cadillac factory, he took free evening art classes at the Detroit Museum of Art. For the next several years, he moved around the Midwest, earning two bachelor’s degrees in the process before taking a job as a high school art teacher. <br><br> Douglas arrived in Harlem in 1925 and rapidly ascended to a position of prominence. Within months of his arrival, he was hired to create cover art for <i>Opportunity</i> and <i>The Crisis</i>. He also became the only African American illustrator for Alain Locke’s landmark anthology, <i>The New Negro</i>, and in 1926, he joined with other young artists to produce the groundbreaking journal <i>Fire!!</i>. Douglas explored the world of book publishing as well, designing dust jackets for works by James Weldon Johnson, Countée Cullen, and Langston Hughes, among others. These books and magazines circulated widely, making Douglas’s art highly visible as the public imagery of the Harlem Renaissance. <br><br> Douglas’s artistic style, which has been described as “Afro-Cubism,” fused African themes and subjects with international modernist aesthetics. His works feature allusions to African masks and sculpture, angular shapes, and flat, silhouette-like figures. These qualities are especially evident in his ambitious murals, which graced the walls of buildings from Harlem’s Club Ebony to the 135th Street Branch of the New York Public Library. Douglas concluded his exceptionally successful career by teaching for many years at Fisk University, passing on his expertise and knowledge to the next generation."
25,24,George S. Schuyler ,25schuyler.jpg,b25schuyler.jpg,"<i>Photographed by Van Vechten July 2, 1941</i><br><br> George Schuyler thrived on iconoclasm and controversy. A brilliant journalist, novelist, and satirist, he was proudly and perpetually out of touch with the mainstream political and social currents of his times. Born in 1895, Schuyler served in the Army for several years and was briefly imprisoned for desertion. After moving to New York in 1919, he was hired by labor organizer A. Philip Randolph to work at <i>The Messenger</i>, a socialist magazine. In his regular column, “Shafts and Darts: A Page of Calumny and Satire,” Schuyler lampooned everyone from W. E. B. Du Bois to Marcus Garvey and developed his trademark style. In 1924, Schuyler became a correspondent for the <i>Pittsburgh Courier</i>, where he wrote both satire and editorials. He married Josephine Codgell, a white woman from Texas, in 1931; their daughter Philippa Duke Schuyler was a famous musical prodigy. <br><br> One of Schuyler’s best-known essays, “The Negro Art Hokum,” (1926) was published in <i>The Nation</i> alongside Langston Hughes’s more well-known essay “The Negro Artist and the Racial Mountain.” In contrast to Hughes’s conviction that black artists must draw inspiration from the materials of black vernacular culture, Schuyler rejected the very idea that art could be “expressive or characteristic of the Negro race” – a controversial viewpoint in the context of the Harlem Renaissance. In <i>Black No More</i> (1931), a science fiction novel, Schuyler mocked the absurdity of American racial hierarchies by imagining a treatment that would allow black people to become white.<br><br> After World War II, Schuyler’s politics moved sharply right. He became a staunch anticommunist, denounced Martin Luther King, and declared the civil rights movement an anti-American plot. His autobiography, <i>Black and Conservative</i>(1966), details his anti-civil rights, right-wing politics. By the time of his death in 1977, Schuyler was nearly forgotten among African American writers due to the extreme views he had come to espouse."
26,20,Nella Larsen,26larsen.jpg,b26larsen.jpg,"<i>Photographed by Van Vechten August 17, 1932</i><br><br> The daughter of a white Danish mother and a black West Indian father, Nella Larsen explored issues of racial identity and identification in her groundbreaking novels, <i>Quicksand</i> (1928) and <i>Passing</i> (1929). Along with her contemporary, Zora Neale Hurston, Larsen was one of the most important female voices of the Harlem Renaissance. Born in Chicago, she was educated at Fisk University, the Lincoln Hospital Training Program, and the New York Public Library’s librarian training program. Throughout her writing career, Larsen worked as a nurse and as a children’s librarian.<br><br> Carl Van Vechten was an early supporter of Larsen’s work. He introduced her to his publishers, Blanche and Alfred Knopf, who later issued both her novels. <i>Quicksand</i> was inspired in part by Larsen’s experiences in Harlem, the southern United States, and abroad. The novel’s main character, Helga Crane, is the daughter of a white mother and black father, and her efforts to fit into various white and black communities are unsuccessful. Larsen’s second novel, <i>Passing</i>, is the story of Clare Kendry, a mixed-race woman who passes for white and marries a white man, but eventually feels compelled to spend time with African Americans in Harlem. <i>Passing</i> was not as well-received as <i>Quicksand</i>; nevertheless, many agreed with a review which deemed it “an earnest and courageous attempt to deal with the whole theme, not just part of it selected as suitable for racial defense or propaganda.” <br><br> In spite of her literary success, Larsen went back to nursing and worked at a Brooklyn hospital for 30 years. The success of <i>Quicksand </i> and <i>Passing</i> suggests that had she continued to write, she would likely have developed ever-greater skill. Though her books were out of print for decades, she has regained a reputation as a writer whose work reveals the complexity of her subject with sensitivity and clarity."
27,50,Carl Van Vechten,27vanvechten.jpg,b27vanvechten.jpg,"<i>Self-portrait April 3, 1934</i><br><br> Carl Van Vechten was a champion of African American culture and one of the central figures of the Harlem Renaissance. He befriended, photographed, wrote about, and corresponded with many of the movement’s stars. A generous patron, he provided financial support and connected black writers to prominent publishers. At the same time, Van Vechten wrote a controversial novel about Harlem called <i>Nigger Heaven</i> and attracted criticism for what some saw as a voyeuristic fascination with black life. For these reasons, he remains a controversial figure. <br><br> Van Vechten grew up in Iowa and moved to New York in 1906. His first job in the city was as a music critic at the <i>New York Times</i>; he would go on to write several books of music criticism, as well as many novels. Following a brief first marriage, he married his second wife, the actress Fania Marinoff, in 1914. Their relationship lasted for over 40 years, despite the fact that Van Vechten often had male lovers. <br><br> Van Vechten counted many literary luminaries among his friends. He developed a close relationship with Gertrude Stein, eventually becoming her literary executor. Zora Neale Hurston liked him immensely, once remarking, “If Carl was a people instead of a person, I could then say, ‘These are my people.’” Langston Hughes considered him a mentor, and James Weldon Johnson was a close confidante. Others gave Van Vechten a frostier reception – notably W. E. B. Du Bois, who wrote a scathing review of <i>Nigger Heaven</i>.<br><br> In the 1930s, Van Vechten turned a longtime interest in photography into a profession. He produced nearly 20,000 photographs, including portraits of countless celebrated figures. Another passion was collecting: books, clippings, manuscripts, programs, correspondence, and more. In 1941, his book collection and archive of materials related to African American life became the basis for the James Weldon Johnson Memorial Collection of Negro Arts and Letters."
28,47,Augusta Savage,28savage.jpg,b28savage.jpg,"<i>Photographed by Van Vechten July 9, 1938</i><br><br> Augusta Savage combined her talent as a sculptor with a commitment to supporting other black artists. A Florida native, Savage nurtured her early creativity by sculpting red clay from her family’s backyard. She moved to New York with only $4.60 to her name and was accepted to study at Cooper Union. In 1923, the art school in Fontainebleau, France awarded her a scholarship and then retracted it following complaints from white students. The incident garnered public attention as black newspapers decried the “color line in art.” <br><br> From 1929 to 1931, Savage studied in Paris. Her sculpture from this period, which includes works like <i>Danseur nu</i> and <i>The Amazon</i>, depicts the black body with detail and dignity. Yet because Savage often could not afford bronze, and worked instead in clay or plaster, many of her sculptures are now lost. <br><br> Returning to Harlem at the height of the Depression, Savage dedicated herself to teaching young African American artists. Her students included Norman Lewis, Ernest Crichlow, and Jacob Lawrence. For years, she provided free instruction from her 143rd Street studio, and in 1937 she opened the Harlem Community Art Center. As a supervisor on the Federal Art Projects, she advocated for increased representation of black artists, helping them obtain much-needed jobs. <br><br><i> The Harp </i> (1939) epitomizes the mixed fortunes of Savage’s career. Commissioned for the World’s Fair in New York and inspired by the anthem “Lift Every Voice and Sing,” the celebrated work was destroyed after the fair because Savage could not afford to preserve it. Her legacy, though, lives on through the network of artists for whom she was a mentor and advocate. ""I have created nothing really beautiful, really lasting,” Savage once reflected, “but if I can inspire one of these youngsters to develop the talent I know they possess, then my monument will be in their work.”"
29,37,J. Rosamond Johnson,29jrjohnson.jpg,b29jrjohnson.jpg,"<i>Photographed by Van Vechten April 22, 1933</i><br><br>In awe of his subject’s stunning “musical versatility,” an early biographer of J. Rosamond Johnson marveled that “he is unclassified.” The characterization proved prescient. Throughout his long career, Johnson flourished as a performer, composer, director, anthologist, arranger, and critic, crossing borders of genre and form at every turn. <br><br> Born in Jacksonville, Florida in 1873, Johnson began playing the piano at age four, gave his first public performance at eight, and held the position of organist at the Ebenezer Methodist Episcopal Church by 12. After studying at the New England Conservatory of Music, he toured with the show <i>Oriental America</i>, then returned to Jacksonville to work as a music supervisor for the city’s schools. Later endeavors included a stint as music director at Oscar Hammerstein’s London Opera House, a directorship at the New York Music School Settlement in Harlem, tours with a vaudeville group, performances of the spirituals with the singer Taylor Gordon, and a role as Lawyer Frazier in the premiere of <i>Porgy and Bess</i>.<br><br> In addition to these solo pursuits, Johnson maintained a longstanding partnership with his brother James Weldon Johnson. Their collaboration began in childhood when, James Weldon once recalled, the brothers stood “close by on either side while [our mother] picked out hymns or other simple pieces. It was our great delight, my brother at one end of the keyboard and I at the other, to chime in with what were then wholly futuristic harmonies.” The two brothers worked together to produce <i>The Book of American Negro Spirituals</i>. With the vaudevillian Bob Cole, they also formed a songwriting trio that produced three full-length shows and an astonishing number of popular hits. As Johnson proudly noted, the group’s aim was to “[turn] the tide” in American songwriting from the racist genre of the “coon song” to black-authored “American Story-Songs, ballads, and songs of love.”<br><br> Among Johnson’s many contributions to American musical and cultural life, perhaps the most enduring is “Lift Every Voice and Sing.” Written in 1900 for a Jacksonville children’s choir (he composed the music, his brother the lyrics), the song later became known as the official song of the NAACP and the unofficial “Negro National Anthem.” Surely Johnson was correct when he called it “our greatest contribution as a song, that will always live.”"
